hidden_dim1,hidden_dim2,num_layers,lr,batch_size,train_loss,test_loss,mae
128,32,1,0.01,16,0.040494900700620944,0.03588304930852483,8.132676743163723
128,32,1,0.01,32,0.0397643887646537,0.03741600571969605,8.248764856248604
128,32,1,0.01,64,0.0465817860953632,0.0380371042891689,8.309334803172957
128,32,2,0.0001,16,0.013513513915800576,0.014334786794674785,4.8034193857398
128,32,2,0.0001,32,0.01681618594890206,0.018341725388460833,5.378184181823952
128,32,2,0.0001,64,0.027366820538335078,0.02347576545814619,6.120065674718874
128,32,2,0.001,16,0.01285608642469949,0.012948795727899542,4.590376100296213
128,32,2,0.001,32,0.012125567866418042,0.014929234728460078,4.834544746973987
128,32,2,0.001,64,0.012178164359711396,0.012090077547801902,4.360362145108425
128,32,2,0.01,16,0.041526874312316706,0.03838193934896718,8.339645779056646
128,32,2,0.01,32,0.040366912371341566,0.037718024145325886,8.282625090390834
128,32,2,0.01,64,0.04139787944216953,0.038379798704029425,8.33942804162996
128,32,3,0.0001,16,0.01574118499125003,0.014417047349169203,4.903063044653406
128,32,3,0.0001,32,0.01914774810086142,0.018407738873856546,5.5792201531892545
128,32,3,0.0001,64,0.010339041089109791,0.011087245910185511,4.157562796377658
128,32,3,0.001,16,0.010346039226329555,0.01040713419712594,4.166173823948153
128,32,3,0.001,32,0.009707907041092022,0.009745591846497162,3.8071604332293623
128,32,3,0.001,64,0.01002486995446796,0.010277778218986223,3.996855403525807
128,32,3,0.01,16,0.04140117202116981,0.038381690493501396,8.339624713415635
128,32,3,0.01,32,0.04140831619918428,0.038385776529574527,8.339979432264666
128,32,3,0.01,64,0.04149405423633225,0.03838363394100705,8.339791501690602
128,64,1,0.0001,16,0.01799366783981766,0.01790330887508943,5.123044346492089
128,64,1,0.0001,32,0.24761756183834024,0.24048194961379404,19.48094887672586
128,64,1,0.0001,64,0.01947179103850341,0.019601771962302533,5.4655546578129535
128,64,1,0.001,16,0.01849557534292788,0.017829402425812314,5.140169704032971
128,64,1,0.001,32,0.018204419069562126,0.017839215412412002,5.11048592596156
128,64,1,0.001,64,0.016563312167077848,0.016847883168931887,4.856984450709228
128,64,1,0.01,16,0.04136981332644087,0.038357420075360846,8.337488546153352
128,64,1,0.01,32,0.037744115180554774,0.03613570756683855,8.137161746920617
128,64,1,0.01,64,0.041387224297644826,0.03837374003563562,8.338921658050477
128,64,2,0.0001,16,0.01565413526768282,0.016654511336642114,5.126265559628889
128,64,2,0.0001,32,0.012905464619601684,0.014191320753129929,4.770976100685601
128,64,2,0.0001,64,0.05376609477667454,0.0484830548622362,9.202981992604625
128,64,2,0.001,16,0.012200775677770824,0.011723344725475687,4.3287833310579
128,64,2,0.001,32,0.01214016778165566,0.012243133868374254,4.384990617786896
128,64,2,0.001,64,0.012049817655087943,0.01116964490780526,4.170666702680327
128,64,2,0.01,16,0.04076980227411119,0.037902205797803144,8.297506991112588
128,64,2,0.01,32,0.04141664550044253,0.03836469879657354,8.338041336345619
128,64,2,0.01,64,0.042288447658994484,0.03750829742816479,8.26309199338003
128,64,3,0.0001,16,0.028037622964131783,0.026086330304995343,6.4451020143709625
128,64,3,0.0001,32,0.019187806385360617,0.018207851605003943,5.384678342994612
128,64,3,0.0001,64,0.01315071070986632,0.012404588445940095,4.502660222152967
128,64,3,0.001,16,0.010648400788042755,0.01032631035954894,4.03925014240301
128,64,3,0.001,32,0.009878602458413467,0.009510729720046662,3.9184288792422044
128,64,3,0.001,64,0.009646400561825948,0.009400645114036033,3.900112557080734
128,64,3,0.01,16,0.04132162946240742,0.0382918082886254,8.33071616378153
128,64,3,0.01,32,0.041315889376587145,0.03833159251624475,8.33521813744761
128,64,3,0.01,64,0.0414498669319262,0.03825621597428361,8.32470161226
256,16,1,0.0001,16,0.03499395589858212,0.03231682805546924,7.150725959152921
256,16,1,0.0001,32,0.01833565914723513,0.01870207255706191,5.365213689057458
256,16,1,0.0001,64,0.01828978332701073,0.020018255783487923,5.435540385941627
256,16,1,0.001,16,0.0166391676929245,0.017416592641814572,5.036056197212898
256,16,1,0.001,32,0.017474048679358648,0.01708417614597989,5.042266947430222
256,16,1,0.001,64,0.017789800147541234,0.017312603425639478,5.09289732636723
256,16,1,0.01,16,0.050851694500338426,0.037929601278965885,8.299234119608732
256,16,1,0.01,32,0.0412016376494201,0.03826810143199628,8.329457418358366
256,16,1,0.01,64,0.03689399439729547,0.0353485370338287,8.068380703116615
256,16,2,0.0001,16,0.030930453029720754,0.029439749844048336,7.322743875873452
256,16,2,0.0001,32,0.016765247513870887,0.016269681074292115,4.994644097773207
256,16,2,0.0001,64,0.014949355047969707,0.015643729352513732,5.097647132875542
256,16,2,0.001,16,0.012241486411305054,0.01262761157957594,4.472138685681768
256,16,2,0.001,32,0.01261976164259281,0.012433979619780312,4.500469226840007
256,16,2,0.001,64,0.0132642153598358,0.012864146386678129,4.577752223619454
256,16,2,0.01,16,0.04135993362373871,0.03832398149508821,8.334349016583689
256,16,2,0.01,32,0.04134522653642859,0.03834291622447579,8.336338758147884
256,16,2,0.01,64,0.07573479623152096,0.03723199309214302,8.250794212519493
256,16,3,0.0001,16,0.01171247795532086,0.012374547082404404,4.56325277718846
256,16,3,0.0001,32,0.0245508913299364,0.021542892315546455,5.947966480719043
256,16,3,0.0001,64,0.016291240240381064,0.017537001651995208,5.345936325051822
256,16,3,0.001,16,0.010578923465561916,0.010016907872024762,3.981311535075885
256,16,3,0.001,32,0.010415758952864857,0.010211384865333852,4.090271382284616
256,16,3,0.001,64,0.011054669652526048,0.010678891411415585,4.13194230678798
256,16,3,0.01,16,0.0409138321016452,0.03774313322956795,8.295899871939374
256,16,3,0.01,32,0.0414370005146239,0.038385538819610425,8.33996189070521
256,16,3,0.01,64,0.040640009411921106,0.03764891165875546,8.286405021579892
256,32,1,0.0001,16,0.023452075188114343,0.024203522120723905,6.317471851391943
256,32,1,0.0001,32,0.21848610772298332,0.19968204159775507,17.466899036536294
256,32,1,0.0001,64,0.031191154816976742,0.033968040011013334,7.965801047317383
256,32,1,0.001,16,0.016598230358238632,0.01866522246627542,5.076200593184952
256,32,1,0.001,32,0.017304289145802294,0.016354440929084692,4.824019492073478
256,32,1,0.001,64,0.017060549077934133,0.016731832267554557,4.83349305229328
256,32,1,0.01,16,0.03823952044263645,0.035674128347359925,8.092535058149993
256,32,1,0.01,32,0.04137792927467473,0.03835568395848184,8.337389847777297
256,32,1,0.01,64,0.03922899987019313,0.03710026510626725,8.223428409493883
256,32,2,0.0001,16,0.013154377048845338,0.013567292835037022,4.807309304850201
256,32,2,0.0001,32,0.06614769433365493,0.06457085545053301,10.980966630391332
256,32,2,0.0001,64,0.016252473302063395,0.018358450322209494,5.3867228162393275
256,32,2,0.001,16,0.012320473380488613,0.012258985231670997,4.564490257112041
256,32,2,0.001,32,0.012709899993150246,0.012250101963139099,4.42489861720748
256,32,2,0.001,64,0.012805428712175843,0.013102844716859576,4.638385503808717
256,32,2,0.01,16,0.041218421806179274,0.03830136077316559,8.332523117433869
256,32,2,0.01,32,0.040349920410052184,0.036887746365012034,8.231638146240126
256,32,2,0.01,64,0.0413618496227297,0.038354818678825446,8.337388535828977
256,32,3,0.0001,16,0.010705696803115594,0.011124496859417337,4.205829708077493
256,32,3,0.0001,32,0.026863814021150272,0.023964664929181985,6.360864921068544
256,32,3,0.0001,64,0.010158338960606217,0.01056788370276437,4.1063616574987805
256,32,3,0.001,16,0.009591272511758684,0.00990921071143416,3.9817107364198354
256,32,3,0.001,32,0.010375718747728753,0.010046252330420944,3.995075434613547
256,32,3,0.001,64,0.0099472851439028,0.0100471443425783,4.024744896103645
256,32,3,0.01,16,0.041409298337364946,0.038385817082598805,8.339987176921209
256,32,3,0.01,32,0.04141606037286136,0.03838594635422139,8.339997473196775
256,32,3,0.01,64,0.04139522103658913,0.03836195543408394,8.337801729463173
256,64,1,0.0001,16,0.018940000215932076,0.020039280010994687,5.467234538647639
256,64,1,0.0001,32,0.13912828681898898,0.13224206573289374,14.492555517559156
256,64,1,0.0001,64,0.019097052964946775,0.021138755933624572,5.614335700662793
256,64,1,0.001,16,0.017973984461888425,0.018284805286068306,5.318044584065054
256,64,1,0.001,32,0.016919898752840695,0.016771624583508008,4.784161411848519
256,64,1,0.001,64,0.017407531465805783,0.016860783960589248,5.074225350401903
256,64,1,0.01,16,0.036904773887379165,0.03568324001263017,8.078261397696767
256,64,1,0.01,32,0.04133555310131992,0.03831125036610857,8.333067427052002
256,64,1,0.01,64,0.041605510649683534,0.038303735645730856,8.337639093866033
256,64,2,0.0001,16,0.06551042392524213,0.062013618192514,10.435915592807014
256,64,2,0.0001,32,0.0142656551467896,0.015372200372993299,4.830081422670321
256,64,2,0.0001,64,0.01837839026136395,0.01872953822147911,5.392377229732967
256,64,2,0.001,16,0.01276500710627176,0.012977676648322655,4.554517146833234
256,64,2,0.001,32,0.012016851844296593,0.011518779198092449,4.310510307982202
256,64,2,0.001,64,0.012160431313114698,0.0123083656957454,4.394506346522646
256,64,2,0.01,16,0.041453270004970615,0.038385694208757384,8.339976265190753
256,64,2,0.01,32,0.04145096066977849,0.03829017148920051,8.332487342201983
256,64,2,0.01,64,0.04311585298082868,0.038225565480230296,8.3211219711181
256,64,3,0.0001,16,0.010495920034502048,0.010550638660788536,4.164959757593132
256,64,3,0.0001,32,0.03650498636514763,0.034746128478613886,7.461236425047704
256,64,3,0.0001,64,0.011305351027852444,0.010998777544085422,4.213404729591378
256,64,3,0.001,16,0.009480082770921494,0.009723051419512005,3.8732966706644185
256,64,3,0.001,32,0.010256257812782634,0.009918519161621352,3.9210460001340652
256,64,3,0.001,64,0.010636311114760615,0.009435001310244526,3.879097630318841
256,64,3,0.01,16,0.041617479760586565,0.03751775621355552,8.265015235152962
256,64,3,0.01,32,0.041259496274297355,0.03823330443676399,8.326600229266672
256,64,3,0.01,64,0.04141003439900124,0.03838556570648823,8.340075487031998
